,E01018218,E01018219,E01018220,E01018221,E01018222,E01018223,E01018224,E01018225,E01018226,E01018227,E01018228,E01018231,E01018232,E01032611,E01018233,E01018234,E01018235,E01018236,E01018237,E01018238,E01018239,E01018240,E01018241,E01018242,E01018243,E01018244,E01018245,E01018246,E01018247,E01018248,E01018249,E01018250,E01018251,E01018252,E01018253,E01018254,E01018255,E01018256,E01018257,E01018258,E01018259,E01018260,E01018262,E01018263,E01018264,E01018265,E01018266,E01018267,E01018268,E01018269,E01018270,E01018271,E01018272,E01018273,E01018274,E01018275,E01018276,E01018277,E01017943,E01018278,E01017944,E01018279,E01017945,E01018280,E01017946,E01018281,E01017947,E01018282,E01017948,E01018283,E01017949,E01018284,E01017950,E01018285,E01017951,E01018286,E01017952,E01018287,E01017953,E01018288,E01017954,E01018289,E01017955,E01018290,E01017956,E01018291,E01017957,E01018292,E01017958,E01018293,E01017959,E01018294,E01017960,E01018295,E01033425,E01017961,E01018296,E01033426,E01017962,E01018297,E01033113,E01033427,E01017963,E01018298,E01033114,E01033428,E01017964,E01018299,E01033115,E01033429,E01017965,E01018300,E01033116,E01033430,E01017966,E01018301,E01033117,E01017967,E01018302,E01033118,E01017968,E01018303,E01033119,E01017969,E01018304,E01033120,E01017971,E01018305,E01033121,E01017972,E01018306,E01017973,E01018307,E01017974,E01017975,E01017976,E01017977,E01017978,E01017979,E01017980,E01017983,E01017984,E01017985,E01017986,E01017987,E01017988,E01017989,E01017990,E01017991,E01017992,E01017993,E01017994,E01017995,E01017996,E01017997,E01017998,E01017999,E01018000,E01018001,E01018002,E01018003,E01018005,E01018006,E01018007,E01018008,E01018009,E01018010,E01018011,E01018012,E01018013,E01018014,E01018015,E01018016,E01018017,E01018019,E01018020,E01018021,E01018022,E01018023,E01018024,E01018025,E01018026,E01018027,E01018029,E01018030,E01018032,E01018033,E01018034,E01018035,E01018036,E01018037,E01018038,E01018039,E01018040,E01018041,E01018042,E01018043,E01018044,E01018045,E01018046,E01018047,E01018049,E01018050,E01018051,E01018052,E01018053,E01018054,E01018055,E01018056,E01018057,E01032792,E01032794,E01032795,E01032797,E01032802,TOTAL
E01017966,22,8,10,36,26,22,12,8,4,4,8,18,16,12,14,22,16,12,22,10,6,6,0,12,44,16,8,4,6,14,6,10,24,6,2,10,14,20,10,12,20,10,8,12,2,20,32,8,8,6,0,4,6,32,34,14,16,18,32,6,28,8,20,16,30,14,38,10,46,22,8,12,4,16,22,30,26,38,12,10,20,2,20,6,6,20,4,10,4,20,28,36,40,12,10,16,14,6,28,14,12,4,48,8,22,12,40,16,14,6,40,12,16,8,78,28,8,34,14,10,64,6,18,42,12,16,8,10,22,22,10,36,14,26,24,22,28,26,26,16,10,12,10,2,34,30,34,10,22,48,42,34,18,24,32,30,30,40,24,8,22,20,20,8,16,20,20,18,12,26,18,8,6,2,2,2,2,4,6,2,6,4,2,10,0,12,12,8,10,16,12,10,14,4,6,2,12,2,2,2,2,8,6,10,8,6,8,8,8,18,28,18,8,20,18,3472
E01018301,2,4,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,22,4,0,0,28,0,0,0,12,0,0,0,18,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,2,4,0,2,0,0,4,2,0,0,2,2,0,2,2,6,0,0,2,0,2,0,0,4,2,0,0,2,2,0,0,2,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0,0,4,2,2,0,0,0,2,2,2,0,2,0,0,0,10,2,0,0,4,4,0,2,4,0,256
E01033117,0,0,2,14,16,10,6,4,6,4,2,22,20,2,6,6,10,2,8,8,8,2,0,8,4,14,2,2,4,6,0,6,6,16,2,2,6,0,8,6,4,2,2,12,8,4,12,0,6,2,6,10,0,0,0,6,8,12,0,2,0,8,0,2,2,0,2,4,4,10,0,6,0,18,0,0,6,4,0,4,0,0,4,6,2,0,2,2,0,2,0,10,4,0,2,2,0,2,0,2,14,2,6,112,20,2,2,14,6,4,0,4,18,4,2,14,14,6,2,12,0,4,8,0,2,0,0,8,10,8,8,4,8,0,6,4,14,2,2,0,0,0,2,0,2,0,2,4,0,8,2,4,2,10,2,0,0,2,6,4,4,0,4,8,2,8,6,4,0,4,2,0,0,0,0,6,0,2,4,0,4,2,2,4,0,4,2,0,0,0,2,4,0,2,2,4,2,6,0,10,0,2,2,0,0,2,6,2,10,0,2,2,0,2,2,988
E01017967,2,0,2,2,2,0,0,2,0,0,2,0,2,0,0,0,0,2,8,0,2,0,0,4,4,4,0,0,2,2,0,0,6,4,0,0,4,6,0,4,0,2,4,0,0,4,4,2,0,0,0,0,2,2,0,2,0,2,4,0,2,0,4,0,2,2,4,0,4,0,4,0,8,0,2,2,0,0,0,4,2,0,4,0,0,4,6,2,2,0,10,6,6,2,4,10,0,0,2,2,2,0,10,0,0,0,12,4,4,0,14,0,0,0,10,6,2,26,0,0,8,0,0,8,0,2,4,2,2,4,0,4,2,6,2,4,0,0,0,0,8,0,0,2,4,2,6,0,2,10,6,8,2,2,10,2,10,2,4,0,0,2,2,0,4,4,0,2,2,2,0,4,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,6,2,6,466
E01018302,4,10,4,2,2,4,4,4,4,14,6,0,6,2,2,2,0,0,0,10,4,12,24,0,2,0,4,0,8,0,2,2,2,4,2,6,0,0,6,2,4,0,2,4,4,8,4,8,8,6,14,10,0,0,6,16,4,2,2,2,2,16,6,8,2,14,2,4,6,12,4,0,0,0,0,2,6,2,2,4,2,8,0,4,0,8,2,0,0,4,4,6,8,4,4,2,2,0,4,2,0,2,2,0,2,4,2,2,2,0,0,4,2,2,0,0,4,0,76,2,4,12,8,0,0,2,0,2,4,6,0,4,2,2,6,6,2,6,0,4,2,2,0,0,2,2,0,0,0,0,2,0,2,0,10,4,4,2,0,0,2,2,2,0,0,2,2,4,2,0,0,4,0,0,2,0,2,2,2,0,2,0,2,0,0,0,2,0,2,2,0,0,0,0,0,4,0,0,2,0,2,2,0,2,0,4,4,2,4,2,0,0,0,0,4,698
E01033118,0,0,0,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,2,4,4,0,14,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,4,0,2,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
E01017968,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,2,4,2,0,0,6,0,2,0,0,0,0,0,2,2,0,6,0,0,0,0,2,0,0,0,0,0,0,0,4,2,2,0,0,2,0,0,2,0,0,0,4,0,0,0,6,0,2,0,2,0,0,0,6,0,0,0,0,0,12,0,0,4,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,2,14,2,0,10,2,10,0,2,2,2,6,0,0,2,0,2,2,0,2,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,204
E01018303,6,2,2,2,2,2,12,2,0,2,0,4,0,0,4,2,0,2,2,12,18,8,4,0,0,4,6,0,6,0,0,4,0,2,6,10,4,2,0,4,4,2,0,2,0,6,4,0,4,2,0,8,0,0,4,8,0,0,0,2,2,8,2,16,2,12,0,6,2,12,2,0,4,4,0,0,0,2,0,4,2,12,0,2,0,0,0,10,0,2,4,2,4,4,0,0,2,4,2,2,2,2,0,0,0,0,4,0,0,0,0,4,0,0,4,2,0,0,20,0,0,52,2,0,8,4,0,0,0,0,6,2,2,0,6,0,0,2,0,2,2,2,0,2,0,2,2,0,0,2,0,6,0,0,0,0,6,2,2,0,0,0,0,0,0,0,4,4,2,0,0,0,4,2,0,0,0,0,4,0,0,2,0,2,0,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,2,0,2,514
E01033119,0,0,0,0,0,2,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,20,0,0,0,12,0,0,0,6,0,2,0,6,0,0,6,0,2,26,0,2,0,0,4,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
E01017969,6,2,0,4,2,0,2,2,4,0,0,2,4,0,8,2,0,4,6,0,4,0,0,2,2,4,0,0,0,0,0,0,0,12,2,6,4,0,2,2,2,2,0,0,2,0,2,4,0,2,0,2,4,4,2,2,0,0,8,2,4,2,8,8,2,14,6,2,8,4,0,0,2,2,8,6,6,10,4,2,2,0,4,2,0,2,0,6,0,0,12,0,4,0,0,12,2,2,12,2,0,2,24,4,2,2,4,2,2,0,2,0,0,2,12,4,4,10,4,4,8,6,0,26,0,2,0,2,6,0,2,4,4,4,6,2,0,8,6,2,4,0,2,2,2,4,4,0,2,16,4,10,4,4,8,4,2,12,8,2,4,0,2,0,4,0,6,6,6,0,2,2,4,0,4,0,0,0,4,0,2,0,0,4,0,0,2,2,4,0,2,2,0,2,2,2,2,0,0,0,0,0,2,2,0,0,2,0,2,4,6,0,6,0,2,648
E01018304,0,4,2,6,10,4,0,0,0,0,0,0,0,0,12,6,2,6,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,30,0,0,2,0,0,0,6,0,4,2,4,0,0,0,0,2,2,0,0,0,0,0,2,0,8,0,14,0,0,0,2,2,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,8,2,2,0,0,4,0,4,4,0,0,0,6,0,2,2,0,0,2,0,0,68,2,0,26,0,0,16,0,78,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,4,2,2,0,0,0,4,4,2,4,0,0,2,2,0,2,0,0,0,0,0,0,0,2,2,6,2,0,0,0,0,0,0,442
E01033120,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6,12,0,0,0,4,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,6,0,0,6,0,0,0,4,2,0,2,0,2,4,4,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,0,0,2,0,0,142
E01017971,26,26,10,48,52,44,32,20,8,8,16,52,52,26,52,54,60,36,42,16,12,18,10,12,56,26,10,10,14,58,10,30,26,40,22,16,24,34,58,66,58,54,70,10,20,14,94,22,14,18,14,10,76,74,196,26,18,32,48,28,20,18,44,22,28,22,36,10,32,22,54,22,22,26,46,46,62,30,54,14,54,18,48,20,32,16,44,24,18,24,36,18,36,20,34,42,16,28,34,56,28,30,26,36,40,40,22,60,38,36,36,42,28,22,58,54,24,20,18,14,30,16,78,34,62,48,114,22,80,78,24,54,50,116,74,148,96,50,82,58,34,28,18,12,22,22,72,44,16,20,22,30,14,16,70,46,34,72,60,28,30,12,84,68,68,40,74,34,28,28,36,36,30,26,4,26,8,24,48,16,8,30,26,48,18,44,28,24,28,18,28,30,14,4,6,20,24,22,34,32,28,24,16,24,38,34,56,40,40,40,92,8,22,34,82,7826
E01018305,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,38,0,0,24,0,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,4,2,0,0,0,0,0,0,126
E01033121,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,4,0,0,0,0,0,0,2,2,0,2,2,0,2,0,0,0,2,0,0,0,0,4,6,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,82
E01017972,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,6,0,0,0,0,0,2,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,4,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
E01018306,0,0,0,10,6,8,0,0,0,0,0,0,2,0,2,0,2,6,4,2,0,0,0,0,2,0,0,0,2,2,4,2,4,0,0,0,0,0,6,6,10,0,8,0,0,0,14,2,2,0,0,4,2,6,4,0,0,2,2,0,0,0,0,0,0,0,0,2,0,2,2,16,4,2,0,2,6,0,2,0,0,0,2,0,2,2,0,2,0,0,0,4,0,2,0,2,2,0,0,8,0,0,0,0,2,0,0,0,0,2,0,2,2,0,0,2,2,0,2,2,6,0,0,0,26,2,0,70,2,0,66,2,38,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,2,0,0,2,2,4,2,0,2,2,0,2,2,0,4,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2,4,2,0,0,0,0,2,6,6,0,2,0,0,4,0,0,0,2,498
E01017973,0,0,0,4,8,2,4,0,0,0,0,12,10,0,8,2,4,8,4,0,0,2,2,2,6,0,0,6,6,0,2,4,2,0,6,0,2,4,2,4,8,8,4,4,0,0,8,0,0,0,0,2,10,4,10,4,0,0,8,10,2,8,8,2,4,2,6,4,0,0,4,4,2,4,8,4,4,4,12,2,2,2,0,2,0,0,2,4,0,0,2,0,2,6,2,0,2,4,2,8,0,0,0,0,2,0,0,2,0,2,4,0,2,4,2,8,2,6,0,2,10,2,0,2,6,4,12,4,4,10,0,12,2,12,4,10,12,6,6,4,4,6,2,0,0,4,2,2,2,2,0,2,6,4,12,0,6,6,8,0,2,4,12,8,10,4,8,6,2,0,4,0,0,0,0,0,2,2,0,4,0,2,2,2,2,0,2,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,0,2,4,2,10,0,6,2,8,670
E01018307,2,0,2,0,4,4,0,0,0,0,0,2,0,0,4,2,0,0,6,2,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,4,4,2,4,10,0,0,0,8,0,2,0,0,0,4,0,0,2,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,10,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,6,0,2,0,0,2,0,0,0,0,0,46,0,0,8,0,0,26,0,104,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,6,2,6,6,0,0,0,0,0,0,350
E01017974,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4,0,2,0,4,2,0,0,0,0,0,0,2,2,2,0,2,0,0,2,4,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,4,0,2,2,4,0,2,0,4,0,8,2,0,0,0,2,2,0,0,2,0,2,26,0,2,28,0,32,4,20,2,12,2,2,2,6,0,2,0,2,4,0,0,0,0,0,0,0,2,0,0,2,0,2,0,6,0,0,2,0,4,2,6,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,2,0,0,6,12,0,0,0,8,320
E01017975,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,8,0,2,0,2,0,0,0,14,10,16,6,0,4,0,0,0,2,0,0,4,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,156
E01017976,0,0,2,6,2,2,2,0,0,2,0,6,4,0,8,4,4,0,2,0,2,0,0,4,0,0,0,0,2,0,4,0,2,4,0,0,0,0,2,6,2,0,2,0,4,2,8,0,0,0,4,0,4,6,0,0,4,0,2,0,10,2,2,0,2,0,4,0,4,0,2,0,6,0,8,6,4,0,10,4,4,2,2,2,0,4,0,2,2,0,8,2,2,2,2,2,0,0,0,4,4,2,4,6,0,4,2,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,2,2,6,2,6,4,8,4,4,4,0,12,6,6,4,2,6,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,6,4,2,0,0,2,0,2,2,2,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,4,2,2,0,6,2,0,4,0,2,2,0,0,2,2,0,0,2,6,0,0,0,0,0,4,0,0,6,0,0,0,0,0,4,408
E01017977,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0,2,2,2,0,0,0,0,0,0,0,8,0,4,0,2,2,2,0,0,0,0,0,0,0,6,6,0,2,0,0,10,0,4,10,4,26,12,10,8,4,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,2,2,0,2,4,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,2,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,2,220
E01017978,0,0,0,0,2,2,0,0,0,0,0,4,2,4,2,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,2,0,0,2,0,0,2,4,4,4,4,0,0,0,2,2,0,0,0,0,4,0,2,0,0,2,2,6,2,2,4,2,4,0,4,2,0,0,2,0,2,0,2,2,24,0,14,0,14,0,6,0,2,0,2,2,0,0,0,0,2,0,2,2,0,0,0,4,0,0,0,2,2,0,0,4,2,0,0,4,0,0,2,2,0,0,0,0,2,0,0,2,0,14,6,0,8,0,2,4,4,6,12,14,12,30,14,16,0,2,0,0,0,2,2,2,0,0,4,0,0,2,2,0,2,2,2,2,0,0,10,4,0,8,0,4,2,4,4,0,0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,4,420
E01017979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,2,2,0,0,6,8,8,10,52,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,140
E01017980,2,0,0,2,2,2,0,0,0,0,0,2,0,0,2,4,0,2,6,2,0,0,2,2,0,2,0,2,0,0,2,0,0,0,0,0,0,2,6,0,2,4,0,0,0,0,4,2,0,0,0,0,0,4,8,4,0,2,0,2,0,0,4,0,2,0,2,0,2,0,2,0,0,2,4,4,2,2,0,2,4,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2,0,0,4,2,2,2,0,2,0,0,2,0,0,0,2,2,6,2,8,2,0,2,2,6,12,0,14,4,16,22,0,0,2,0,0,2,10,0,0,0,2,0,0,0,2,2,4,0,0,0,0,0,4,4,0,2,0,2,0,6,4,6,2,2,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,4,2,0,0,4,0,0,0,0,322
E01017983,12,10,12,30,20,16,16,12,6,6,8,18,20,8,12,16,18,22,16,2,2,10,10,10,30,30,4,4,4,38,18,12,22,18,8,10,8,16,12,28,20,28,14,14,26,14,42,20,12,8,14,16,24,18,52,22,18,16,76,6,42,12,56,14,46,16,56,6,36,14,38,12,22,14,44,24,32,24,32,18,32,0,42,12,22,6,20,22,8,6,16,18,20,16,12,22,8,10,42,32,12,20,26,10,14,4,14,20,8,16,54,12,16,12,54,16,10,70,12,20,44,4,16,28,18,48,36,8,36,54,28,34,30,34,34,42,46,60,32,28,74,14,28,0,32,42,80,58,56,26,26,46,22,16,82,66,68,72,30,22,18,26,42,14,30,42,40,24,20,10,26,18,16,8,4,14,8,12,8,10,20,4,2,30,10,10,24,6,10,2,8,16,4,10,10,2,6,2,12,10,4,6,6,6,8,8,14,16,20,10,26,14,16,24,26,4690
E01017984,6,4,4,24,24,30,64,30,6,2,6,40,38,6,26,12,20,10,28,4,8,8,10,2,18,16,0,0,6,64,34,46,44,36,12,14,24,22,26,12,22,42,18,4,6,6,40,12,14,4,2,8,12,16,18,10,18,26,44,8,24,14,42,14,10,12,10,10,18,8,76,16,54,14,30,12,24,12,48,16,30,10,38,4,72,4,56,14,104,12,22,18,10,20,8,4,8,6,16,8,22,4,10,2,32,14,10,8,28,4,14,10,16,2,44,14,22,22,14,16,14,4,26,24,24,20,22,18,20,24,14,22,36,30,22,12,22,14,26,14,44,124,68,56,22,38,52,30,14,18,30,12,20,16,34,46,24,32,26,20,28,38,38,48,82,36,76,22,6,2,4,10,4,4,4,4,8,6,2,4,0,4,2,16,4,6,0,8,0,4,2,6,4,6,0,2,0,4,0,10,4,2,0,8,2,10,8,12,8,16,38,44,28,84,36,4290
E01017985,0,0,0,8,6,8,4,14,0,2,0,6,22,0,0,2,2,2,16,0,4,2,2,2,8,2,2,0,2,8,6,2,12,6,0,4,4,10,0,8,2,8,4,6,6,0,8,0,6,2,0,0,2,2,2,14,4,4,4,2,10,6,6,6,12,2,14,8,14,4,4,4,12,2,10,0,2,2,10,2,6,0,6,2,8,2,6,2,2,2,8,12,4,4,0,8,4,6,10,14,0,0,0,2,0,0,8,6,4,4,6,6,6,0,20,8,8,6,4,2,2,2,0,4,4,6,10,6,6,4,8,12,2,22,4,12,10,16,12,6,12,12,42,6,10,8,8,8,8,12,2,8,4,10,8,8,8,8,12,8,2,2,2,8,12,8,12,0,2,0,2,0,2,0,0,0,0,0,6,0,2,0,2,8,2,4,0,0,0,6,2,6,2,0,0,0,0,2,2,0,0,2,2,2,0,0,0,2,2,4,0,12,6,10,14,1080
